x,y,z,c
162,142,11,#000000
97,9,19,#000000
100,6,17,#000000
167,16,8,#000000
107,44,55,#000000
142,35,4,#000000
49,168,48,#000000
102,26,43,#000000
112,8,34,#000000
161,145,0,#000000
165,142,16,#000000
39,160,27,#000000
100,7,19,#000000
162,2,19,#000000
99,31,43,#000000
140,40,7,#000000
157,47,4,#000000
92,25,44,#000000
154,83,23,#000000
84,156,41,#000000
98,24,38,#000000
108,44,52,#000000
105,41,54,#000000
136,50,10,#000000
160,45,6,#000000
41,176,6,#000000
131,33,29,#000000
97,22,42,#000000
152,40,5,#000000
82,162,40,#000000
112,3,32,#000000
175,138,36,#000000
164,134,47,#000000
158,133,47,#000000
96,24,48,#000000
159,7,21,#000000
130,42,5,#000000
140,44,11,#000000
167,16,2,#000000
111,42,58,#000000
99,31,42,#000000
154,83,19,#000000
154,144,8,#000000
177,29,58,#000000
108,45,56,#000000
50,167,48,#000000
99,5,16,#000000
113,10,36,#000000
156,2,20,#000000
158,5,28,#000000
173,22,3,#000000
173,72,9,#000000
161,131,43,#000000
44,162,20,#000000
92,25,38,#000000
174,74,5,#000000
169,138,44,#000000
80,165,39,#000000
96,25,46,#000000
172,70,10,#000000
171,65,31,#000000
162,5,20,#000000
106,41,53,#000000
135,39,9,#000000
140,52,48,#000000
161,137,14,#000000
171,139,36,#000000
82,161,40,#000000
141,41,13,#000000
143,41,9,#000000
141,54,49,#000000
155,41,2,#000000
162,144,10,#000000
80,163,40,#000000
159,3,19,#000000
168,70,8,#000000
163,143,17,#000000
46,174,49,#000000
161,10,25,#000000
164,6,24,#000000
160,40,2,#000000
166,129,46,#000000
101,26,42,#000000
176,17,2,#000000
138,51,55,#000000
164,133,47,#000000
169,140,41,#000000
133,43,10,#000000
141,42,6,#000000
134,48,5,#000000
129,40,6,#000000
143,59,50,#000000
146,51,48,#000000
146,31,57,#000000
161,141,10,#000000
45,170,45,#000000
95,27,47,#000000
92,28,42,#000000
158,3,19,#000000
156,5,24,#000000
111,46,52,#000000
134,47,6,#000000
128,31,27,#000000
170,139,43,#000000
155,41,10,#000000
157,43,2,#000000
84,156,42,#000000
79,164,37,#000000
98,3,15,#000000
108,3,35,#000000
172,25,6,#000000
109,44,57,#000000
170,75,5,#000000
45,173,49,#000000
111,43,57,#000000
134,46,6,#000000
147,38,4,#000000
160,138,9,#000000
156,146,8,#000000
146,39,2,#000000
135,47,5,#000000
140,58,1,#000000
167,69,5,#000000
156,148,4,#000000
163,147,7,#000000
44,160,19,#000000
41,166,51,#000000
116,3,33,#000000
158,4,28,#000000
91,42,7,#000000
47,168,51,#000000
79,165,37,#000000
100,28,42,#000000
162,39,8,#000000
176,72,32,#000000
81,164,37,#000000
155,45,8,#000000
157,149,7,#000000
162,138,8,#000000
112,3,31,#000000
164,2,28,#000000
138,42,3,#000000
95,22,37,#000000
158,8,26,#000000
169,16,0,#000000
163,140,10,#000000
144,58,50,#000000
161,126,46,#000000
46,173,48,#000000
162,8,24,#000000
130,32,22,#000000
136,45,12,#000000
108,1,33,#000000
142,41,11,#000000
174,68,11,#000000
40,160,27,#000000
156,2,21,#000000
160,6,27,#000000
132,37,24,#000000
172,75,8,#000000
176,139,38,#000000
170,139,36,#000000
177,136,42,#000000
40,167,24,#000000
45,159,24,#000000
94,3,16,#000000
100,7,20,#000000
99,30,42,#000000
144,40,57,#000000
114,2,31,#000000
114,8,35,#000000
157,6,22,#000000
143,58,5,#000000
164,141,17,#000000
151,85,25,#000000
176,70,9,#000000
39,179,4,#000000
134,44,11,#000000
134,50,4,#000000
160,42,9,#000000
155,45,6,#000000
170,74,8,#000000
164,138,19,#000000
157,129,43,#000000
102,3,22,#000000
101,26,40,#000000
136,46,12,#000000
144,37,54,#000000
143,53,57,#000000
160,145,15,#000000
107,1,36,#000000
113,8,34,#000000
107,39,49,#000000
137,40,9,#000000
169,72,7,#000000
159,144,10,#000000
42,168,51,#000000
177,18,5,#000000
91,42,10,#000000
147,37,4,#000000
178,70,31,#000000
163,146,4,#000000
39,178,2,#000000
85,156,39,#000000
133,38,25,#000000
136,30,30,#000000
176,64,25,#000000
157,129,50,#000000
39,166,20,#000000
40,159,16,#000000
35,172,4,#000000
97,30,41,#000000
171,64,33,#000000
171,65,30,#000000
42,170,48,#000000
112,10,37,#000000
107,3,36,#000000
147,43,58,#000000
179,34,55,#000000
175,70,3,#000000
162,144,12,#000000
154,146,5,#000000
167,138,11,#000000
161,140,18,#000000
41,175,4,#000000
32,179,4,#000000
98,25,42,#000000
114,39,58,#000000
158,42,10,#000000
158,141,15,#000000
159,145,10,#000000
159,139,18,#000000
43,162,19,#000000
102,3,17,#000000
169,18,1,#000000
113,41,51,#000000
147,51,56,#000000
151,37,55,#000000
162,148,7,#000000
80,156,43,#000000
114,4,32,#000000
97,24,45,#000000
158,4,20,#000000
143,58,54,#000000
149,39,55,#000000
45,162,47,#000000
50,165,51,#000000
101,7,19,#000000
159,6,21,#000000
169,20,5,#000000
179,67,32,#000000
32,178,3,#000000
48,165,43,#000000
175,64,25,#000000
162,146,1,#000000
157,145,10,#000000
101,27,42,#000000
94,36,7,#000000
138,44,5,#000000
174,35,57,#000000
133,42,6,#000000
129,30,30,#000000
42,163,19,#000000
40,177,7,#000000
43,164,23,#000000
47,172,49,#000000
92,25,39,#000000
97,28,42,#000000
177,63,30,#000000
164,145,7,#000000
163,131,43,#000000
90,38,12,#000000
139,40,2,#000000
140,54,55,#000000
37,179,1,#000000
133,36,24,#000000
143,37,58,#000000
159,42,10,#000000
40,177,6,#000000
167,18,5,#000000
113,39,50,#000000
110,38,54,#000000
141,44,6,#000000
134,38,26,#000000
170,70,10,#000000
170,16,10,#000000
96,33,42,#000000
169,73,7,#000000
162,149,5,#000000
174,141,42,#000000
39,159,17,#000000
101,26,45,#000000
92,26,45,#000000
142,43,7,#000000
146,39,6,#000000
154,82,23,#000000
83,156,42,#000000
102,2,16,#000000
145,57,51,#000000
160,143,16,#000000
142,59,52,#000000
155,42,2,#000000
38,166,21,#000000
37,164,22,#000000
80,158,42,#000000
176,16,2,#000000
107,41,57,#000000
142,36,3,#000000
152,86,23,#000000
175,65,35,#000000
160,144,13,#000000
172,134,40,#000000
99,8,17,#000000
96,28,41,#000000
135,33,23,#000000
141,43,11,#000000
155,45,7,#000000
171,68,11,#000000
132,44,2,#000000
157,37,6,#000000
48,170,48,#000000
97,6,16,#000000
173,25,5,#000000
137,47,12,#000000
134,39,27,#000000
139,43,5,#000000
157,39,1,#000000
152,86,22,#000000
161,148,2,#000000
159,149,8,#000000
161,136,49,#000000
161,135,50,#000000
42,169,48,#000000
92,25,46,#000000
143,43,6,#000000
144,57,54,#000000
154,41,9,#000000
158,140,16,#000000
74,156,38,#000000
115,5,35,#000000
157,6,25,#000000
140,55,54,#000000
168,137,43,#000000
166,130,47,#000000
142,17,25,#008000
35,179,34,#FF0000
72,155,57,#FF0000
72,154,57,#FF0000
71,154,57,#FF0000
71,154,56,#FF0000
18,21,20,#FF0000
155,10,19,#FF0000
168,15,52,#FF0000
155,59,39,#FF0000
151,87,32,#FF0000
51,155,8,#FF0000
177,112,39,#FF0000
55,158,51,#FF0000
113,4,16,#FF0000
127,10,59,#FF0000
159,27,57,#FF0000
178,148,30,#FF0000
58,169,43,#FF0000
58,169,42,#FF0000
58,169,41,#FF0000
58,169,40,#FF0000
58,170,40,#FF0000
90,40,30,#FF0000
144,54,39,#FF0000
143,54,39,#FF0000
142,54,39,#FF0000
164,121,23,#FF0000
116,40,19,#FF0000
80,164,54,#FF0000
80,165,54,#FF0000
108,11,4,#FF0000
171,22,8,#FF0000
171,23,8,#FF0000
171,24,8,#FF0000
176,49,53,#FF0000
176,49,54,#FF0000
176,49,55,#FF0000
176,49,56,#FF0000
176,49,57,#FF0000
158,34,44,#FF0000
173,106,29,#FF0000
179,126,15,#FF0000
44,159,11,#FF0000
68,171,53,#FF0000
92,8,43,#FF0000
92,8,44,#FF0000
92,7,44,#FF0000
92,7,45,#FF0000
161,5,16,#FF0000
133,36,39,#FF0000
33,159,29,#FF0000
85,169,16,#FF0000
115,176,49,#FF0000
92,41,35,#FF0000
179,114,8,#FF0000
153,129,53,#FF0000
41,173,44,#FF0000
117,13,3,#FF0000
118,13,3,#FF0000
119,13,3,#FF0000
117,25,21,#FF0000
132,14,6,#FF0000
135,16,50,#FF0000
154,59,9,#FF0000
153,59,9,#FF0000
167,42,40,#FF0000
170,62,59,#FF0000
84,155,23,#FF0000
85,155,23,#FF0000
86,155,23,#FF0000
179,123,35,#FF0000
167,84,57,#FF0000
166,84,57,#FF0000
165,84,57,#FF0000
45,161,47,#FF0000
45,160,47,#FF0000
169,19,55,#FF0000
32,168,8,#FF0000
108,151,11,#FFFF00
172,22,5,#FFFF00
91,41,20,#FFFF00
153,55,14,#FFFF00
158,62,44,#FFFF00
168,116,37,#FFFF00
156,118,41,#FFFF00
175,127,7,#FFFF00
35,171,31,#FFFF00
82,170,40,#FFFF00
104,167,28,#FFFF00
98,15,24,#FFFF00
102,8,35,#FFFF00
146,10,8,#FFFF00
178,126,43,#FFFF00
40,173,3,#FFFF00
129,7,57,#FFFF00
168,144,46,#FFFF00
112,166,17,#FFFF00
98,171,48,#FFFF00
112,7,36,#FFFF00
163,5,47,#FFFF00
162,34,6,#FFFF00
168,124,24,#FFFF00
157,116,31,#FFFF00
164,109,47,#FFFF00
102,2,6,#FFFF00
130,3,14,#FFFF00
138,20,59,#FFFF00
125,44,10,#FFFF00
134,39,58,#FFFF00
158,39,22,#FFFF00
117,159,59,#FFFF00
109,15,1,#FFFF00
143,46,41,#FFFF00
136,54,38,#FFFF00
177,75,32,#FFFF00
162,105,27,#FFFF00
99,21,24,#FFFF00
134,20,6,#FFFF00
101,36,40,#FFFF00
109,3,27,#FFFF00
136,17,12,#FFFF00
152,79,19,#FFFF00
178,65,0,#FFFF00
150,46,27,#FFFF00
156,75,27,#FFFF00
59,173,5,#FFFF00
110,167,26,#FFFF00
108,19,53,#FFFF00
134,8,3,#FFFF00
136,34,10,#FFFF00
137,45,32,#FFFF00
172,113,26,#FFFF00
51,157,59,#FFFF00
141,23,26,#FFFF00
137,47,9,#FFFF00
74,167,15,#FFFF00
176,70,30,#FFFF00
42,163,43,#FFFF00
85,174,57,#FFFF00
110,176,15,#FFFF00
145,22,43,#FFFF00
176,23,16,#FFFF00
170,22,34,#FFFF00
157,148,45,#FFFF00
71,177,31,#FFFF00
95,163,46,#FFFF00
135,7,35,#FFFF00
145,36,52,#FFFF00
160,72,51,#FFFF00
179,101,40,#FFFF00
59,157,25,#FFFF00
74,169,17,#FFFF00
72,155,58,#FFFF00
95,155,55,#FFFF00
162,64,41,#FFFF00
102,151,50,#FFFF00
126,10,46,#FFFF00
160,32,39,#FFFF00
154,61,44,#FFFF00
120,24,5,#FFFF00
120,24,44,#FFFF00
118,33,37,#FFFF00
162,33,23,#FFFF00
170,78,27,#FFFF00
178,102,32,#FFFF00
45,172,13,#FFFF00
91,171,20,#FFFF00
140,9,35,#FFFF00
137,9,56,#FFFF00
170,19,50,#FFFF00
150,116,6,#FFFF00
177,97,6,#FFFF00
150,130,5,#FFFF00
62,176,45,#FFFF00
94,172,1,#FFFF00
143,5,2,#FFFF00
160,8,24,#FFFF00
107,49,13,#FFFF00
124,33,4,#FFFF00
154,58,26,#FFFF00
173,44,35,#FFFF00
63,154,27,#FFFF00
87,170,22,#FFFF00
102,18,23,#FFFF00
153,10,49,#FFFF00
119,49,25,#FFFF00
121,36,47,#FFFF00
96,152,19,#FFFF00
98,0,23,#FFFF00
125,33,38,#FFFF00
159,117,8,#FFFF00
179,128,26,#FFFF00
86,169,15,#FFFF00
67,157,10,#FFFF00
104,176,51,#FFFF00
104,4,30,#FFFF00
133,36,26,#FFFF00
157,45,6,#FFFF00
73,153,26,#FFFF00
109,12,11,#FFFF00
167,19,1,#FFFF00
175,144,31,#FFFF00
73,168,41,#FFFF00
113,59,4,#FFFF00
112,30,32,#FFFF00
98,42,51,#FFFF00
143,57,52,#FFFF00
92,59,6,#FFFF00
161,145,4,#FFFF00
162,149,37,#FFFF00
169,127,37,#FFFF00
98,29,12,#FFFF00
90,21,21,#FFFF00
108,36,8,#FFFF00
155,17,21,#FFFF00
152,57,19,#FFFF00
172,41,48,#FFFF00
155,111,13,#FFFF00
170,117,36,#FFFF00
168,41,30,#FFFF00
179,48,30,#FFFF00
43,157,1,#FFFF00
39,151,52,#FFFF00
45,171,48,#FFFF00
101,23,29,#FFFF00
98,7,19,#FFFF00
132,49,15,#FFFF00
166,47,38,#FFFF00
162,134,39,#FFFF00
54,156,18,#FFFF00
118,152,58,#FFFF00
147,40,57,#FFFF00
162,144,14,#FFFF00
154,124,7,#FFFF00
163,94,26,#FFFF00
165,147,39,#FFFF00
58,169,44,#FFFF00
65,159,18,#FFFF00
104,178,53,#FFFF00
152,18,4,#FFFF00
100,51,44,#FFFF00
169,68,45,#FFFF00
98,7,16,#FFFF00
162,19,33,#FFFF00
128,39,43,#FFFF00
158,99,5,#FFFF00
57,158,15,#FFFF00
54,162,13,#FFFF00
155,1,36,#FFFF00
167,23,44,#FFFF00
110,45,54,#FFFF00
128,51,22,#FFFF00
161,108,5,#FFFF00
156,142,3,#FFFF00
90,162,4,#FFFF00
158,11,22,#FFFF00
111,33,44,#FFFF00
174,83,10,#FFFF00
172,146,42,#FFFF00
111,165,30,#FFFF00
132,13,24,#FFFF00
156,2,25,#FFFF00
134,45,4,#FFFF00
166,135,22,#FFFF00
105,47,44,#FFFF00
155,70,28,#FFFF00
44,179,15,#FFFF00
45,169,12,#FFFF00
60,174,54,#FFFF00
95,161,26,#FFFF00
91,176,37,#FFFF00
178,20,58,#FFFF00
170,95,1,#FFFF00
163,110,17,#FFFF00
158,61,19,#FFFF00
169,75,50,#FFFF00
60,150,9,#FFFF00
95,151,31,#FFFF00
117,20,41,#FFFF00
123,13,2,#FFFF00
151,15,57,#FFFF00
140,30,21,#FFFF00
105,165,1,#FFFF00
152,68,37,#FFFF00
153,115,31,#FFFF00
164,96,51,#FFFF00
54,164,3,#FFFF00
132,21,28,#FFFF00
179,36,1,#FFFF00
166,77,2,#FFFF00
165,84,54,#FFFF00
152,73,40,#FFFF00
69,162,23,#FFFF00
61,151,3,#FFFF00
101,171,8,#FFFF00
176,17,2,#FFFF00
142,43,18,#FFFF00
165,116,32,#FFFF00
55,162,15,#FFFF00
112,171,12,#FFFF00
135,0,8,#FFFF00
149,29,47,#FFFF00
178,87,21,#FFFF00
176,93,38,#FFFF00
102,23,50,#FFFF00
124,27,42,#FFFF00
171,93,59,#FFFF00
155,119,38,#FFFF00
153,57,55,#FFFF00
104,23,21,#FFFF00
102,37,13,#FFFF00
127,33,47,#FFFF00
83,156,47,#FFFF00
165,50,7,#FFFF00
176,49,49,#FFFF00
158,53,33,#FFFF00
30,176,36,#FFFF00
122,21,29,#FFFF00
127,1,35,#FFFF00
106,45,37,#FFFF00
170,83,24,#FFFF00
178,135,36,#FFFF00
99,31,33,#FFFF00
160,57,16,#FFFF00
45,160,22,#FFFF00
115,167,30,#FFFF00
110,17,59,#FFFF00
145,4,41,#FFFF00
90,42,13,#FFFF00
113,42,28,#FFFF00
172,74,6,#FFFF00
102,179,3,#FFFF00
92,11,42,#FFFF00
112,48,13,#FFFF00
96,37,46,#FFFF00
144,44,25,#FFFF00
125,35,33,#FFFF00
75,154,14,#FFFF00
109,7,21,#FFFF00
152,43,52,#FFFF00
179,108,42,#FFFF00
150,85,41,#FFFF00
161,71,58,#FFFF00
49,152,42,#FFFF00
75,162,26,#FFFF00
69,173,31,#FFFF00
105,13,11,#FFFF00
127,0,23,#FFFF00
123,35,30,#FFFF00
161,135,47,#FFFF00
158,68,54,#FFFF00
64,174,18,#FFFF00
92,177,27,#FFFF00
118,173,47,#FFFF00
167,0,40,#FFFF00
100,50,24,#FFFF00
156,83,39,#FFFF00
97,30,43,#FFFF00
142,43,4,#FFFF00
150,116,26,#FFFF00
33,157,28,#FFFF00
30,165,51,#FFFF00
165,98,22,#FFFF00
153,101,36,#FFFF00
170,68,55,#FFFF00
63,152,32,#FFFF00
115,178,4,#FFFF00
117,1,31,#FFFF00
175,8,57,#FFFF00
151,27,37,#FFFF00
177,41,52,#FFFF00
64,159,46,#FFFF00
91,21,21,#FFFF00
102,56,47,#FFFF00
132,32,33,#FFFF00
61,176,0,#FFFF00
146,0,55,#FFFF00
161,39,17,#FFFF00
165,63,15,#FFFF00
155,116,16,#FFFF00
172,57,19,#FFFF00
40,165,22,#FFFF00
101,162,20,#FFFF00
98,174,13,#FFFF00
117,8,24,#FFFF00
178,4,21,#FFFF00
116,45,3,#FFFF00
73,178,27,#FFFF00
80,162,38,#FFFF00
115,165,57,#FFFF00
107,17,7,#FFFF00
118,4,44,#FFFF00
150,101,46,#FFFF00
52,158,31,#FFFF00
37,168,44,#FFFF00
96,14,0,#FFFF00
157,0,26,#FFFF00
164,27,49,#FFFF00
166,134,24,#FFFF00
54,162,7,#FFFF00
93,37,53,#FFFF00
134,44,10,#FFFF00
157,57,52,#FFFF00
164,138,7,#FFFF00
42,179,46,#FFFF00
39,162,58,#FFFF00
103,174,12,#FFFF00
178,37,36,#FFFF00
177,36,40,#FFFF00
172,142,40,#FFFF00
171,15,59,#FFFF00
104,59,44,#FFFF00
31,158,12,#FFFF00
114,10,5,#FFFF00
117,21,25,#FFFF00
96,22,12,#FFFF00
107,12,44,#FFFF00
120,29,22,#FFFF00
165,114,6,#FFFF00
165,101,40,#FFFF00
144,27,15,#FFFF00
174,14,0,#FFFF00
163,53,5,#FFFF00
158,146,4,#FFFF00
164,16,30,#FFFF00
123,48,43,#FFFF00
43,163,9,#FFFF00
92,157,31,#FFFF00
116,179,50,#FFFF00
106,27,34,#FFFF00
147,4,20,#FFFF00
159,3,9,#FFFF00
170,44,10,#FFFF00
178,73,8,#FFFF00
166,132,16,#FFFF00
117,160,24,#FFFF00
94,28,42,#FFFF00
113,41,38,#FFFF00
160,143,33,#FFFF00
102,39,5,#FFFF00
115,35,15,#FFFF00
96,50,45,#FFFF00
177,37,59,#FFFF00
